,user_id,movie_id,rating,timestamp,gender,age,occupation,zip,title,genres,for_testing
993121,4268,2055,3,965307848,F,45,20,04046,Hot Lead and Cold Feet (1978),Comedy|Western,False
229258,1755,39,2,974703741,F,18,4,77005,Clueless (1995),Comedy|Romance,False
429642,5880,586,2,982800124,M,25,1,08904,Home Alone (1990),Children's|Comedy,False
931318,5289,3783,4,965315281,M,45,2,94102,Croupier (1998),Crime|Drama,False
759575,1875,2352,4,975767751,M,35,12,94107,"Big Chill, The (1983)",Comedy|Drama,False
291318,2837,2890,5,972572536,M,18,0,49506,Three Kings (1999),Drama|War,False
524461,319,3175,3,978405357,F,50,6,33436,Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,False
810142,1709,946,2,974706529,M,25,0,73147,To Be or Not to Be (1942),Comedy|Drama|War,False
558632,2901,3448,4,971885383,M,25,17,78749,"Good Morning, Vietnam (1987)",Comedy|Drama|War,False
787469,3026,2447,3,970463335,F,18,4,45750,Varsity Blues (1999),Comedy|Drama,False
129538,2456,1196,5,974182062,M,25,5,48103,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
988045,4058,2902,1,965494693,M,25,6,73118,Psycho II (1983),Horror|Thriller,False
74056,5978,1792,3,965878440,M,35,1,49307,U.S. Marshalls (1998),Action|Thriller,False
953552,3824,2745,3,965940817,M,25,17,32308,"Mission, The (1986)",Drama,False
741733,2753,911,4,973199901,F,50,20,27516,Charade (1963),Comedy|Mystery|Romance|Thriller,False
382792,2244,2686,5,974597417,M,1,10,60565,"Red Violin, The (Le Violon rouge) (1998)",Drama|Mystery,False
454849,3163,750,5,969050230,M,18,15,95616,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963),Sci-Fi|War,False
74278,3997,1687,3,965581676,M,35,17,45255,"Jackal, The (1997)",Action|Thriller,False
156618,4438,1090,4,965096800,M,50,0,11947,Platoon (1986),Drama|War,False
857559,2909,2408,3,972585204,M,25,7,43228,Cocoon: The Return (1988),Comedy|Sci-Fi,False
90735,110,1544,3,977515065,M,25,2,90803,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
782866,631,3152,4,975780157,M,35,17,28601,"Last Picture Show, The (1971)",Drama,False
523163,2847,3247,2,1028962312,M,18,4,10027,Sister Act (1992),Comedy|Crime,False
545235,4795,1302,4,969659023,M,45,16,10962,Field of Dreams (1989),Drama,False
799946,5466,928,5,959898905,M,25,12,98033,Rebecca (1940),Romance|Thriller,False
499538,3063,3153,5,970016094,M,18,4,03106,"7th Voyage of Sinbad, The (1958)",Action|Adventure|Fantasy,False
837506,1019,3549,4,975522198,M,35,1,60640,Guys and Dolls (1955),Musical,False
127469,2485,590,4,974482893,M,35,14,95746,Dances with Wolves (1990),Adventure|Drama|Western,False
280973,4384,3100,4,965362517,M,25,0,43623,"River Runs Through It, A (1992)",Drama,False
446064,5567,1276,4,959346905,M,50,3,78704,Cool Hand Luke (1967),Comedy|Drama,False
490005,2824,858,4,972621643,M,18,4,02111,"Godfather, The (1972)",Action|Crime|Drama,False
282809,5286,2599,5,961090563,M,45,16,97068,Election (1999),Comedy,False
669731,18,3635,5,978153146,F,18,3,95825,"Spy Who Loved Me, The (1977)",Action,False
60331,1298,1357,4,974844665,M,35,6,33615,Shine (1996),Drama|Romance,False
935525,2841,3118,4,983745773,M,50,12,98056,Tumbleweeds (1999),Drama,False
266284,3271,1704,4,968197820,F,35,0,92704,Good Will Hunting (1997),Drama,False
550048,3128,2109,5,969398012,M,18,2,10012,"Jerk, The (1979)",Comedy,False
504032,5273,1125,4,961111240,M,56,20,91030,"Return of the Pink Panther, The (1974)",Comedy,False
452466,3585,2080,3,966694083,M,35,20,60640,Lady and the Tramp (1955),Animation|Children's|Comedy|Musical|Romance,False
287895,429,1653,5,976258190,M,18,0,54901,Gattaca (1997),Drama|Sci-Fi|Thriller,False
263757,2752,1127,2,973196127,M,25,15,77006,"Abyss, The (1989)",Action|Adventure|Sci-Fi|Thriller,False
960589,5837,3094,1,957845270,M,25,7,60607,Maurice (1987),Drama|Romance,False
190983,2898,2997,5,971924835,M,18,4,02453,Being John Malkovich (1999),Comedy,False
26264,1094,527,5,974928343,F,18,0,92626,Schindler's List (1993),Drama|War,False
409698,957,1148,5,977201497,M,35,1,29706,"Wrong Trousers, The (1993)",Animation|Comedy,False
396200,851,3510,4,975348383,M,18,4,75287,Frequency (2000),Drama|Thriller,False
668262,3724,1956,4,966224622,M,35,6,77083,Ordinary People (1980),Drama,False
488594,5153,1020,4,961969336,M,25,7,60046,Cool Runnings (1993),Comedy,False
778796,647,1390,2,975714783,M,35,12,85224,My Fellow Americans (1996),Comedy,False
118361,3940,480,5,965698481,M,35,20,32708,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
760472,90,468,3,993875940,M,56,13,85749,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance,False
583077,2140,60,3,974638511,M,45,14,46804,"Indian in the Cupboard, The (1995)",Adventure|Children's|Fantasy,False
658050,2857,2143,3,972508306,M,25,0,10469,Legend (1985),Adventure|Fantasy|Romance,False
83764,1752,1610,2,975729909,M,25,3,96813,"Hunt for Red October, The (1990)",Action|Thriller,False
97397,3017,110,5,970530242,F,35,9,85255,Braveheart (1995),Action|Drama|War,False
930873,549,3710,2,976118618,M,25,6,53217,Action Jackson (1988),Action|Comedy,False
67892,166,1103,5,977300025,M,18,4,92802,Rebel Without a Cause (1955),Drama,False
925310,5501,1904,4,959799670,M,25,2,33334,Henry Fool (1997),Comedy|Drama,False
983352,1470,3945,3,974836338,M,18,4,94118,Digimon: The Movie (2000),Adventure|Animation|Children's,False
676133,5133,1562,1,962089741,M,18,11,10028,Batman & Robin (1997),Action|Adventure|Crime,False
81912,3539,3108,4,966927043,F,25,4,77006,"Fisher King, The (1991)",Comedy|Drama|Romance,False
686977,5887,1242,2,957485370,F,35,20,61821,Glory (1989),Action|Drama|War,False
606357,4277,2841,4,965289972,M,35,16,98133,Stir of Echoes (1999),Thriller,False
828768,889,2467,3,975248617,M,45,20,10024,"Name of the Rose, The (1986)",Mystery,False
585886,496,3354,3,976213720,M,18,4,55455,Mission to Mars (2000),Sci-Fi,False
607917,343,2273,5,1006192045,F,35,3,55127,Rush Hour (1998),Action|Thriller,False
123234,5924,1370,4,957284780,M,35,0,55417,Die Hard 2 (1990),Action|Thriller,False
906129,838,3328,5,975359068,M,50,17,92661,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,False
764884,4422,724,3,965155188,M,25,5,10463,"Craft, The (1996)",Drama|Horror,False
487786,2195,3704,4,974766475,M,1,10,60148,Mad Max Beyond Thunderdome (1985),Action|Sci-Fi,False
71693,2017,1210,5,974673281,M,25,17,35808,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
390786,3099,2699,3,969595117,M,25,17,20910,Arachnophobia (1990),Action|Comedy|Sci-Fi|Thriller,False
338562,2756,1947,4,985994456,M,18,4,97331,West Side Story (1961),Musical|Romance,False
708491,4308,3355,2,965261733,M,25,0,33702,"Ninth Gate, The (2000)",Thriller,False
21519,5506,2797,5,959728195,F,18,14,60610,Big (1988),Comedy|Fantasy,False
884878,1010,89,2,994706997,M,25,0,10310,Nick of Time (1995),Action|Thriller,False
993402,2590,2853,2,973840969,M,18,4,94044,"Communion (a.k.a. Alice, Sweet Alice/Holy Terror) (1977)",Horror,False
69374,3403,2916,4,967429703,M,35,5,48342,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,False
994152,1912,2847,4,1023689656,M,25,4,91325,Only Angels Have Wings (1939),Drama,False
746063,2909,2917,3,971881852,M,25,7,43228,Body Heat (1981),Crime|Thriller,False
145809,4481,2396,4,965022716,M,25,18,26104,Shakespeare in Love (1998),Comedy|Romance,False
174095,2355,318,3,974399390,F,45,9,13203,"Shawshank Redemption, The (1994)",Drama,False
765093,889,3506,3,975251589,M,45,20,10024,North Dallas Forty (1979),Comedy|Drama,False
987052,4139,1508,4,965350280,M,56,14,40207,Traveller (1997),Drama,False
800851,4446,1208,5,965093118,M,18,18,60435,Apocalypse Now (1979),Drama|War,False
199004,5205,1261,5,979351611,M,25,1,02908,Evil Dead II (Dead By Dawn) (1987),Action|Adventure|Comedy|Horror,False
466012,4016,1292,1,965619027,M,50,0,33901,Being There (1979),Comedy,False
192588,712,1291,3,975538719,M,25,0,95136,Indiana Jones and the Last Crusade (1989),Action|Adventure,False
435130,5747,2135,2,958358319,M,25,0,03755,Doctor Dolittle (1967),Adventure|Musical,False
233971,2872,215,3,972421528,M,25,20,94014,Before Sunrise (1995),Drama|Romance,False
824683,5857,949,3,957722732,F,45,2,43229,East of Eden (1955),Drama,False
276606,5111,2159,3,962427514,M,35,2,78006,Henry: Portrait of a Serial Killer (1990),Crime|Horror,False
896145,2854,190,1,972513008,F,18,4,64151,Safe (1995),Thriller,False
708702,2120,1754,3,974863571,M,1,0,02780,Fallen (1998),Action|Mystery|Thriller,False
906779,5675,1862,1,958690470,M,35,14,30030,Species II (1998),Horror|Sci-Fi,False
945525,1207,3938,1,974915585,M,50,0,43617,"Slumber Party Massacre, The (1982)",Horror,False
330583,639,597,4,981088924,M,45,17,85202,Pretty Woman (1990),Comedy|Romance,False
887005,3841,2120,3,965999696,M,45,18,26101,Needful Things (1993),Drama|Horror,False
499745,462,2424,3,980150787,M,18,16,55416,You've Got Mail (1998),Comedy|Romance,False
339646,1920,266,4,974777186,F,35,7,80122,Legends of the Fall (1994),Drama|Romance|War|Western,False
72684,4107,1210,5,965518968,F,25,0,23221,Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Romance|Sci-Fi|War,False
570885,187,481,3,977078255,F,45,1,94061,Kalifornia (1993),Drama|Thriller,False
767212,1560,3441,4,998154367,F,25,3,85226,Red Dawn (1984),Action|War,False
631375,2126,2660,2,974644469,M,56,14,02632,"Thing From Another World, The (1951)",Sci-Fi,False
552729,4104,208,2,965409406,M,18,16,42141,Waterworld (1995),Action|Adventure,False
47576,1696,260,5,974760493,M,35,7,95765,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi,False
387173,5426,2329,3,960100383,M,25,14,95821,American History X (1998),Drama,False
814480,4329,1680,2,965243728,F,25,14,78232,Sliding Doors (1998),Drama|Romance,False
894117,3412,1769,5,968726407,M,25,18,85213,"Replacement Killers, The (1998)",Action|Thriller,False
376075,3513,111,3,966974638,M,25,16,01890,Taxi Driver (1976),Drama|Thriller,False
373266,4250,3173,4,965311329,F,50,0,33313,Any Given Sunday (1999),Drama,False
160385,1457,457,4,983497820,M,25,1,95472,"Fugitive, The (1993)",Action|Thriller,False
542111,5765,2968,3,958179836,M,25,11,44515,Time Bandits (1981),Adventure|Fantasy|Sci-Fi,False
862363,4064,1984,3,965478921,M,45,0,20851,Halloween III: Season of the Witch (1983),Horror,False
311835,3080,562,5,969809844,M,25,20,55410,Welcome to the Dollhouse (1995),Comedy|Drama,False
151280,1607,235,2,974734146,M,45,1,02135,Ed Wood (1994),Comedy|Drama,False
131071,5554,1196,5,959451343,M,25,1,92116,Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Drama|Sci-Fi|War,False
959277,409,627,4,976291667,M,18,12,55122,"Last Supper, The (1995)",Drama|Thriller,False
781725,1285,2418,4,975458529,M,35,4,98125,Nothing in Common (1986),Comedy,False
309152,4904,272,5,962686911,M,50,15,63121,"Madness of King George, The (1994)",Drama,False
862786,3807,891,3,965966757,F,35,19,32095,Halloween: The Curse of Michael Myers (1995),Horror|Thriller,False
467059,1998,1294,5,985228934,F,50,9,24018,M*A*S*H (1970),Comedy|War,False
337431,5841,1296,5,957822641,F,35,7,10024,"Room with a View, A (1986)",Drama|Romance,False
313480,5184,497,4,961735374,M,18,20,67212,Much Ado About Nothing (1993),Comedy|Romance,False
837250,5646,3467,1,958874621,M,18,4,96744,Hud (1963),Drama|Western,False
954390,2109,387,1,974661004,M,25,16,13090,"Low Down Dirty Shame, A (1994)",Action|Comedy,False
566307,1496,788,3,974755138,M,25,17,94108,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,False
919946,2002,2940,4,974677376,F,56,13,02136-1522,Gilda (1946),Film-Noir,False
805909,2775,1922,3,979443324,F,18,4,90038,Whatever (1998),Drama,False
776835,5406,1021,3,960305623,F,35,0,49504,Angels in the Outfield (1994),Children's|Comedy,False
268915,955,1635,3,975133477,F,50,7,94941,"Ice Storm, The (1997)",Drama,False
731257,2909,3505,3,971882425,M,25,7,43228,No Way Out (1987),Thriller,False
354103,1712,2336,3,980388152,M,25,0,73003,Elizabeth (1998),Drama,False
910075,2693,2670,3,973319476,M,56,13,72949,"Run Silent, Run Deep (1958)",War,False
495326,4957,2193,3,962758622,M,25,2,48197,Willow (1988),Action|Adventure|Fantasy,False
460163,319,3034,4,976418939,F,50,6,33436,Robin Hood (1973),Animation|Children's,False
757415,3999,2245,3,965575915,M,35,17,30701,Working Girl (1988),Comedy|Drama,False
930183,5794,558,2,958069636,M,35,17,53703,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy,False
5546,4784,2355,4,963250174,F,35,6,48105,"Bug's Life, A (1998)",Animation|Children's|Comedy,False
796474,1607,3730,3,974733539,M,45,1,02135,"Conversation, The (1974)",Drama|Mystery,False
437496,4448,1339,5,966449310,M,25,14,06880,Bram Stoker's Dracula (1992),Horror|Romance,False
223774,4442,2947,3,965094209,M,50,15,94303,Goldfinger (1964),Action,False
759565,1770,2352,5,974702889,M,35,16,79605,"Big Chill, The (1983)",Comedy|Drama,False
117808,2643,480,3,973565654,M,45,17,99005,Jurassic Park (1993),Action|Adventure|Sci-Fi,False
202799,4446,1379,3,965092672,M,18,18,60435,Young Guns II (1990),Action|Comedy|Western,False
804170,4381,3836,4,965175054,M,25,4,65804,Kelly's Heroes (1970),Action|Comedy|War,False
330909,2724,597,4,973273257,F,45,2,27514,Pretty Woman (1990),Comedy|Romance,False
989149,732,2903,1,975496158,M,25,7,07030,Psycho III (1986),Horror|Thriller,False
536869,5645,2529,3,958879774,M,25,2,87123,Planet of the Apes (1968),Action|Sci-Fi,False
424866,3578,1252,5,966711654,M,50,3,96714,Chinatown (1974),Film-Noir|Mystery|Thriller,False
79357,181,434,2,977087870,M,18,17,33186,Cliffhanger (1993),Action|Adventure|Crime,False
213152,5394,2081,3,981003891,M,18,0,60618,"Little Mermaid, The (1989)",Animation|Children's|Comedy|Musical|Romance,False
728743,5667,1222,4,958755090,M,35,7,10009,Full Metal Jacket (1987),Action|Drama|War,False
873501,1120,575,2,974913463,M,18,4,95616,"Little Rascals, The (1994)",Children's|Comedy,False
999572,1632,2632,3,974719001,M,25,16,94120,"Saragossa Manuscript, The (Rekopis znaleziony w Saragossie) (1965)",Drama,False
106478,4064,1945,5,965476325,M,45,0,20851,On the Waterfront (1954),Crime|Drama,False
23910,1623,1270,5,975364078,M,50,15,07746,Back to the Future (1985),Comedy|Sci-Fi,False
740860,4484,3044,4,965019053,F,25,17,94613,Dead Again (1991),Mystery|Romance|Thriller,False
210459,5131,2115,1,962132964,F,25,1,77707,Indiana Jones and the Temple of Doom (1984),Action|Adventure,False
581863,1383,1479,1,975979756,F,25,7,19806,"Saint, The (1997)",Action|Romance|Thriller,False
865819,3128,1914,2,983987305,M,18,2,10012,Smoke Signals (1998),Comedy|Drama,False
666528,1546,2248,2,974821878,M,25,4,22903,Say Anything... (1989),Comedy|Drama|Romance,False
378324,839,14,3,981000249,M,25,0,98103,Nixon (1995),Drama,False
803167,475,2944,5,976220484,F,25,2,55421,"Dirty Dozen, The (1967)",Action|War,False
663202,4387,3397,3,1010701343,F,18,4,63109,"Great Muppet Caper, The (1981)",Children's|Comedy,False
418543,3754,1307,5,966119426,M,56,7,94612,When Harry Met Sally... (1989),Comedy|Romance,False
622640,3687,2720,2,966318662,F,50,1,62221,Inspector Gadget (1999),Action|Adventure|Children's|Comedy,False
75769,4980,1213,4,962597317,M,25,1,55403,GoodFellas (1990),Crime|Drama,False
270653,1579,1921,4,980461200,M,25,0,60201,Pi (1998),Sci-Fi|Thriller,False
373353,594,105,5,975899274,F,56,13,60076,"Bridges of Madison County, The (1995)",Drama|Romance,False
869824,2073,1571,4,974660049,F,18,4,13148,When the Cats Away (Chacun cherche son chat) (1996),Comedy|Romance,False
93977,3610,3255,4,966610361,M,18,6,30064,"League of Their Own, A (1992)",Comedy|Drama,False
374006,3056,253,4,970126175,M,25,18,10309,Interview with the Vampire (1994),Drama|Horror,False
571001,2792,481,2,973237204,M,18,4,02452,Kalifornia (1993),Drama|Thriller,False
318366,4708,32,4,963513901,M,25,0,60647,Twelve Monkeys (1995),Drama|Sci-Fi,False
600236,2629,762,2,973626998,M,25,11,15237,Striptease (1996),Comedy|Crime,False
365754,2073,1411,4,974663115,F,18,4,13148,Hamlet (1996),Drama,False
841634,1980,2385,1,974774543,M,35,7,06460,Home Fries (1998),Comedy|Romance,False
68088,2967,1103,2,971151020,M,25,0,94110,Rebel Without a Cause (1955),Drama,False
85827,3884,2236,2,967596942,M,18,4,78759,Simon Birch (1998),Drama,False
861568,2793,1952,4,972930160,M,35,7,70116,Midnight Cowboy (1969),Drama,False
786133,2629,2875,3,973625270,M,25,11,15237,Sommersby (1993),Drama|Mystery|Romance,False
709858,777,2134,3,975957439,M,18,19,87543,Weird Science (1985),Comedy,False
571611,4269,2539,3,965302871,M,35,18,27603,Analyze This (1999),Comedy,False
260472,4995,2716,3,962595848,M,50,20,55419,Ghostbusters (1984),Comedy|Horror,False
834131,4788,2471,2,962999919,M,35,7,85331,Crocodile Dundee II (1988),Adventure|Comedy,False
720348,3389,2265,1,967581244,M,18,0,13603,Nothing But Trouble (1991),Adventure|Comedy,False
22686,5153,2321,3,961968277,M,25,7,60046,Pleasantville (1998),Comedy,False
375660,1413,111,1,974856131,M,18,3,98122,Taxi Driver (1976),Drama|Thriller,False
335977,1181,3682,3,974947483,M,35,7,20716,Magnum Force (1973),Western,False
522873,255,3247,4,976682633,M,35,0,85310,Sister Act (1992),Comedy|Crime,False
292677,2559,16,3,973990537,M,18,10,53207,Casino (1995),Drama|Thriller,False
854669,3963,2430,3,1018672613,M,50,20,30030,Mighty Joe Young (1949),Adventure|Children's|Drama,False
272243,4480,1923,4,965026233,M,25,0,94403,There's Something About Mary (1998),Comedy,False
931399,1831,2771,3,974701666,M,18,4,53190,Brokedown Palace (1999),Drama,False
879574,1880,19,3,974701801,M,35,0,91006,Ace Ventura: When Nature Calls (1995),Comedy,False
477653,4305,1377,4,1041429182,F,45,17,27616,Batman Returns (1992),Action|Adventure|Comedy|Crime,False
984959,1297,1863,2,974793105,M,25,7,92109,Major League: Back to the Minors (1998),Comedy,False
690312,712,1407,5,976140584,M,25,0,95136,Scream (1996),Horror|Thriller,False
361691,1015,58,3,979451870,M,35,3,11220,"Postino, Il (The Postman) (1994)",Drama|Romance,False
845415,3195,2815,3,968640167,M,18,4,80228,Iron Eagle (1986),Action|War,False
163466,2592,459,3,973827254,M,50,7,80004-4448,"Getaway, The (1994)",Action,False
312428,3694,1095,5,966302609,M,25,12,28227,Glengarry Glen Ross (1992),Drama,False
428718,4360,3363,4,965188306,F,25,9,98001,American Graffiti (1973),Comedy|Drama,False
22081,2010,2321,3,974680190,M,18,4,81520,Pleasantville (1998),Comedy,False
536253,2485,2529,4,974143792,M,35,14,95746,Planet of the Apes (1968),Action|Sci-Fi,False
150601,204,1955,5,983857040,M,25,7,92123,Kramer Vs. Kramer (1979),Drama,False
774749,3829,1888,2,965940540,F,25,1,22307,Hope Floats (1998),Comedy|Drama|Romance,False
937908,1242,1238,5,976307745,F,35,0,10014,Local Hero (1983),Comedy,False
91562,3669,1544,3,966380387,M,25,14,60148,"Lost World: Jurassic Park, The (1997)",Action|Adventure|Sci-Fi|Thriller,False
803682,4754,2944,3,963180243,F,18,0,91107,"Dirty Dozen, The (1967)",Action|War,False
611681,5530,70,3,959622809,F,18,4,63141,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller,False
968859,2041,2295,5,975173593,F,25,20,24015,"Impostors, The (1998)",Comedy,False
707086,2810,585,1,974846323,F,1,10,64093,"Brady Bunch Movie, The (1995)",Comedy,False
168719,3819,780,5,965949104,M,25,12,36115,Independence Day (ID4) (1996),Action|Sci-Fi|War,False
271157,4647,2725,5,963970804,M,35,20,80222,Twin Falls Idaho (1999),Drama,False
308408,1605,1885,4,974929524,F,18,0,28270,"Opposite of Sex, The (1998)",Comedy|Drama,False
814588,5705,1680,4,958545188,F,18,4,90024,Sliding Doors (1998),Drama|Romance,False
520786,1912,2948,3,1009395475,M,25,4,91325,From Russia with Love (1963),Action,False
359256,1015,2702,3,979453999,M,35,3,11220,Summer of Sam (1999),Drama,False
538383,3313,2021,4,968098325,M,35,20,90292,Dune (1984),Fantasy|Sci-Fi,False
771128,5056,3614,4,962488413,M,45,1,16673,Honeymoon in Vegas (1992),Comedy|Romance,False
333472,2847,2082,1,972573647,M,18,4,10027,"Mighty Ducks, The (1992)",Children's|Comedy,False
395118,1135,3948,5,974879840,M,50,13,98201,Meet the Parents (2000),Comedy,False
161332,4322,457,4,965251469,F,50,6,75605,"Fugitive, The (1993)",Action|Thriller,False
357136,5649,1682,3,958866873,F,18,4,90025,"Truman Show, The (1998)",Drama,False
55102,3816,531,4,965953063,F,25,3,90020,"Secret Garden, The (1993)",Children's|Drama,False
339118,1960,2966,3,975458768,M,45,7,55555,"Straight Story, The (1999)",Drama,False
554450,5678,2046,4,958627170,M,35,17,98103,Flight of the Navigator (1986),Adventure|Children's|Sci-Fi,False
736537,4510,674,3,964987972,M,45,7,92503,Barbarella (1968),Adventure|Sci-Fi,False
673781,4447,44,2,965167820,M,45,5,32953,Mortal Kombat (1995),Action|Adventure,False
754577,3618,3361,3,967120911,M,56,17,22657,Bull Durham (1988),Comedy,False
353080,3507,1221,5,966974605,M,25,0,02472,"Godfather: Part II, The (1974)",Action|Crime|Drama,False
982655,2100,414,3,974672642,F,25,0,24017,"Air Up There, The (1994)",Comedy,False
805271,4725,494,3,963368800,M,35,5,96707-1321,Executive Decision (1996),Action|Thriller,False
112366,937,442,3,991774085,M,25,15,60513,Demolition Man (1993),Action|Sci-Fi,False
381189,199,3481,4,976976749,M,18,4,83706,High Fidelity (2000),Comedy,False
724733,3182,1991,2,968779357,M,25,12,12866,Child's Play (1988),Horror,False
33216,4387,745,5,987134459,F,18,4,63109,"Close Shave, A (1995)",Animation|Comedy|Thriller,False
980810,4386,3181,4,969904111,M,25,5,74055,Titus (1999),Drama,False
900126,4480,1051,3,965027959,M,25,0,94403,Trees Lounge (1996),Drama,False
872126,5367,1971,1,960510498,M,18,4,55344,"Nightmare on Elm Street 4: The Dream Master, A (1988)",Horror,False
600034,5198,832,3,961686549,F,18,4,55118,Ransom (1996),Drama|Thriller,False
719683,2665,786,3,974663178,M,35,11,98443,Eraser (1996),Action|Thriller,False
990630,1077,1362,4,974998462,M,25,3,60660,"Garden of Finzi-Contini, The (Giardino dei Finzi-Contini, Il) (1970)",Drama,False
1247,4440,1193,4,965095532,M,35,1,81005,One Flew Over the Cuckoo's Nest (1975),Drama,False
511584,1540,1200,4,974757639,M,45,0,97214,Aliens (1986),Action|Sci-Fi|Thriller|War,False
657845,5219,168,3,961542490,M,18,4,94706,First Knight (1995),Action|Adventure|Drama|Romance,False
849875,660,3196,4,976740371,M,45,16,70507,Stalag 17 (1953),Drama|War,False
916043,718,3317,3,975574964,M,18,2,90211,Wonder Boys (2000),Comedy|Drama,False
781203,4715,1541,4,963508544,M,25,2,97205,Addicted to Love (1997),Comedy|Romance,False
145287,2996,2396,3,972415733,M,18,0,63011,Shakespeare in Love (1998),Comedy|Romance,False
82490,2507,3035,2,974076680,M,25,4,94107,Mister Roberts (1955),Comedy|Drama|War,False
508240,1920,3812,4,974729276,F,35,7,80122,Everything You Always Wanted to Know About Sex (1972),Comedy,False
747258,2402,2411,3,974264012,M,45,17,32024,Rocky IV (1985),Action|Drama,False
970677,3067,809,3,970002410,F,25,0,02148,Fled (1996),Action|Adventure,False
372770,5139,3246,5,962060848,M,50,16,12866,Malcolm X (1992),Drama,False
735118,398,1845,5,1044567174,M,25,17,55454,Zero Effect (1998),Comedy|Thriller,False
453171,1901,1282,3,974695795,M,50,7,94024,Fantasia (1940),Animation|Children's|Musical,False
288459,3687,1653,3,966317390,F,50,1,62221,Gattaca (1997),Drama|Sci-Fi|Thriller,False
227603,5006,2987,4,962585541,M,35,3,48827,Who Framed Roger Rabbit? (1988),Adventure|Animation|Film-Noir,False
385037,3713,25,2,966271201,F,25,7,22201,Leaving Las Vegas (1995),Drama|Romance,False
470177,3067,339,4,970001805,F,25,0,02148,While You Were Sleeping (1995),Comedy|Romance,False
239171,3412,47,5,968725278,M,25,18,85213,Seven (Se7en) (1995),Crime|Thriller,False
33924,4682,2294,5,965521791,M,25,7,05346,Antz (1998),Animation|Children's,False
858074,4979,379,4,962602211,M,35,2,55423,Timecop (1994),Action|Sci-Fi,False
735255,2913,1845,5,971770266,F,35,20,98119,Zero Effect (1998),Comedy|Thriller,False
900514,570,382,2,976002343,M,25,4,33314,Wolf (1994),Drama|Horror,False
689858,5163,1258,5,961951200,M,45,6,53216,"Shining, The (1980)",Horror,False
896849,453,2750,4,977701654,M,18,4,55102,Radio Days (1987),Comedy|Drama,False
254666,2581,377,5,973891262,M,25,11,60611,Speed (1994),Action|Romance|Thriller,False
298165,1988,3260,5,974682797,F,25,1,85224,Howards End (1992),Drama,False
584483,4018,2528,5,965527434,F,45,20,75214,Logan's Run (1976),Action|Adventure|Sci-Fi,False
446134,6016,1276,4,956780020,M,45,1,37209,Cool Hand Luke (1967),Comedy|Drama,False
738176,1243,903,4,984616776,M,35,15,92627,Vertigo (1958),Mystery|Thriller,False
619420,5083,1672,3,962406656,M,25,4,16803,"Rainmaker, The (1997)",Drama,False
488495,3756,1020,3,966099943,M,18,12,53188,Cool Runnings (1993),Comedy,False
746383,889,431,2,975261757,M,45,20,10024,Carlito's Way (1993),Crime|Drama,False
522897,442,3247,4,978732871,M,25,1,55105,Sister Act (1992),Comedy|Crime,False
752328,2465,2973,4,974326061,M,50,6,44333,Crimes and Misdemeanors (1989),Comedy,False
673262,1344,1033,3,974773822,F,25,9,43420,"Fox and the Hound, The (1981)",Animation|Children's,False
863544,44,2462,1,978041318,M,45,17,98052,"Return of the Texas Chainsaw Massacre, The (1994)",Horror,False
257022,3121,2428,4,969333418,M,25,2,32118,"Faculty, The (1998)",Horror|Sci-Fi,False
301045,2168,1732,5,982358606,M,1,10,60202,"Big Lebowski, The (1998)",Comedy|Crime|Mystery|Thriller,False
778594,3314,2262,4,967947974,M,25,7,06516,About Last Night... (1986),Comedy|Drama|Romance,False
372965,1261,3173,2,974820994,M,18,4,40205,Any Given Sunday (1999),Drama,False
14332,5256,2398,4,961272476,M,25,16,30269,Miracle on 34th Street (1947),Drama,False
894999,855,177,3,976417202,F,18,2,72701,Lord of Illusions (1995),Horror,False
51500,1112,1207,5,974949899,M,18,6,19104,To Kill a Mockingbird (1962),Drama,False
596655,5682,748,1,1026790625,M,18,0,23455-4959,"Arrival, The (1996)",Action|Sci-Fi|Thriller,False
353990,1109,2336,4,974921015,M,18,10,45904,Elizabeth (1998),Drama,False
266886,5677,1704,4,958927790,M,25,1,13210,Good Will Hunting (1997),Drama,False
350029,1241,1573,5,974833506,M,1,10,11803,Face/Off (1997),Action|Sci-Fi|Thriller,False
663254,5341,3397,5,960695148,F,25,3,85018,"Great Muppet Caper, The (1981)",Children's|Comedy,False
969726,850,2068,5,975351586,M,35,0,60640,Fanny and Alexander (1982),Drama,False
